payment_id,project_id,payment_date,payment_amount,cumulative_payment,payment_status,milestone_description,voucher_no
PAY016670,P16223,2025-03-05,1392500,2785000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-17913
PAY016671,P16223,2025-04-04,1392500,4177500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-13228
PAY016672,P16223,2025-05-04,1392500,5570000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-89909
PAY016673,P16224,2025-02-08,1720000,1720000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-67041
PAY016674,P16224,2025-03-10,1720000,3440000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-23560
PAY016675,P16224,2025-04-09,1720000,5160000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-65889
PAY016676,P16224,2025-05-09,1720000,6880000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-18751
PAY016677,P16225,2025-01-26,1412950,1412950,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-63342
PAY016678,P16225,2025-02-25,1412950,2825900,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-84884
PAY016679,P16225,2025-03-27,1412950,4238850,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-17514
PAY016680,P16225,2025-04-26,1412950,5651800,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-79287
PAY016681,P16226,2026-06-25,1119100,1119100,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2026-83786
PAY016682,P16226,2026-07-25,1119100,2238200,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2026-65073
PAY016683,P16227,2025-01-26,1872500,1872500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-42622
PAY016684,P16227,2025-02-25,1872500,3745000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-59025
PAY016685,P16227,2025-03-27,1872500,5617500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-74849
PAY016686,P16227,2025-04-26,1872500,7490000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-18151
PAY016687,P16229,2025-06-01,669900,669900,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-12915
PAY016688,P16229,2025-07-01,669900,1339800,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-56170
PAY016689,P16229,2025-07-31,669900,2009700,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-71069
PAY016690,P16229,2025-08-30,669900,2679600,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-42333
PAY016691,P16230,2024-04-09,865000,865000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-56965
PAY016692,P16230,2024-05-09,865000,1730000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-83067
PAY016693,P16230,2024-06-08,865000,2595000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-39979
PAY016694,P16230,2024-07-08,865000,3460000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-52424
PAY016695,P16231,2024-05-15,1585000,1585000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-65806
PAY016696,P16231,2024-06-14,1585000,3170000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-57256
PAY016697,P16231,2024-07-14,1585000,4755000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-88682
PAY016698,P16231,2024-08-13,1585000,6340000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-64807
PAY016699,P16232,2026-01-26,1217500,1217500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-31939
PAY016700,P16232,2026-02-25,1217500,2435000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-61236
PAY016701,P16232,2026-03-27,1217500,3652500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-29676
PAY016702,P16232,2026-04-26,1217500,4870000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-71982
PAY016703,P16233,2027-02-07,1140000,1140000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-37864
PAY016704,P16233,2027-03-09,1140000,2280000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-87508
PAY016705,P16233,2027-04-08,1140000,3420000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-35462
PAY016706,P16233,2027-05-08,1140000,4560000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-66449
PAY016707,P16234,2026-08-18,1225000,1225000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-76081
PAY016708,P16234,2026-09-17,1225000,2450000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-38572
PAY016709,P16234,2026-10-17,1225000,3675000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-98540
PAY016710,P16234,2026-11-16,1225000,4900000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-40707
PAY016711,P16235,2026-06-17,1347500,1347500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-49089
PAY016712,P16235,2026-07-17,1347500,2695000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-86927
PAY016713,P16235,2026-08-16,1347500,4042500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-31409
PAY016714,P16235,2026-09-15,1347500,5390000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-77256
PAY016715,P16236,2025-07-01,1106000,1106000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-96570
PAY016716,P16236,2025-07-31,1106000,2212000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-78598
PAY016717,P16236,2025-08-30,1106000,3318000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-52547
PAY016718,P16236,2025-09-29,1106000,4424000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-36474
PAY016719,P16238,2025-05-06,489500,489500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-41863
PAY016720,P16238,2025-06-05,489500,979000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-20743
PAY016721,P16238,2025-07-05,489500,1468500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-53766
PAY016722,P16238,2025-08-04,489500,1958000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-35656
PAY016723,P16239,2026-05-05,1170000,1170000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-23265
PAY016724,P16239,2026-06-04,1170000,2340000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-20802
PAY016725,P16239,2026-07-04,1170000,3510000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-66372
PAY016726,P16239,2026-08-03,1170000,4680000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-11363
PAY016727,P16240,2026-04-24,1156400,1156400,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2026-31880
PAY016728,P16240,2026-05-24,1156400,2312800,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2026-52219
PAY016729,P16241,2026-04-13,1668000,1668000,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2026-14680
PAY016730,P16241,2026-05-13,1668000,3336000,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2026-92866
PAY016731,P16242,2026-01-24,620000,620000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-89581
PAY016732,P16242,2026-02-23,620000,1240000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-55660
PAY016733,P16242,2026-03-25,620000,1860000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-97271
PAY016734,P16242,2026-04-24,620000,2480000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-35804
PAY016735,P16243,2025-08-26,1595000,1595000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-16270
PAY016736,P16243,2025-09-25,1595000,3190000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-26863
PAY016737,P16243,2025-10-25,1595000,4785000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-92155
PAY016738,P16243,2025-11-24,1595000,6380000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-53535
PAY016739,P16244,2025-12-10,1097100,1097100,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-70357
PAY016740,P16244,2026-01-09,1097100,2194200,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-81829
PAY016741,P16244,2026-02-08,1097100,3291300,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-48557
PAY016742,P16244,2026-03-10,1097100,4388400,FLAGGED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-88594
PAY016743,P16245,2025-07-17,1325000,1325000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-88643
PAY016744,P16245,2025-08-16,1325000,2650000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-58796
PAY016745,P16245,2025-09-15,1325000,3975000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-13370
PAY016746,P16245,2025-10-15,1325000,5300000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-60422
PAY016747,P16246,2024-09-06,782500,782500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-74220
PAY016748,P16246,2024-10-06,782500,1565000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-15554
PAY016749,P16246,2024-11-05,782500,2347500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-30476
PAY016750,P16246,2024-12-05,782500,3130000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-37041
PAY016751,P16247,2027-02-11,695000,695000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-19589
PAY016752,P16247,2027-03-13,695000,1390000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-34604
PAY016753,P16247,2027-04-12,695000,2085000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-92373
PAY016754,P16247,2027-05-12,695000,2780000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-10952
PAY016755,P16248,2024-09-30,937500,937500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-97250
PAY016756,P16248,2024-10-30,937500,1875000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-18445
PAY016757,P16248,2024-11-29,937500,2812500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-11561
PAY016758,P16248,2024-12-29,937500,3750000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-64654
PAY016759,P16249,2025-03-31,1385000,1385000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-29703
PAY016760,P16249,2025-04-30,1385000,2770000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-49578
PAY016761,P16249,2025-05-30,1385000,4155000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-50542
PAY016762,P16249,2025-06-29,1385000,5540000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-10648
PAY016763,P16250,2024-12-27,412500,412500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-79447
PAY016764,P16250,2025-01-26,412500,825000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-30503
PAY016765,P16250,2025-02-25,412500,1237500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-21814
PAY016766,P16250,2025-03-27,412500,1650000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-21434
PAY016767,P16251,2024-06-23,966600,966600,PROCESSED,Milestone Tranche 1/1 - Inspection Phase,VCH-2024-97877
PAY016768,P16252,2026-01-07,847500,847500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-67092
PAY016769,P16252,2026-02-06,847500,1695000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-50810
PAY016770,P16252,2026-03-08,847500,2542500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-81728
PAY016771,P16252,2026-04-07,847500,3390000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-91233
PAY016772,P16253,2025-10-13,323700,323700,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-47027
PAY016773,P16253,2025-11-12,323700,647400,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-84380
PAY016774,P16253,2025-12-12,323700,971100,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-97542
PAY016775,P16253,2026-01-11,323700,1294800,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-31237
PAY016776,P16254,2026-07-19,801000,801000,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2026-22494
PAY016777,P16254,2026-08-18,801000,1602000,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2026-54870
PAY016778,P16255,2024-10-22,1240000,1240000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-89502
PAY016779,P16255,2024-11-21,1240000,2480000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-40048
PAY016780,P16255,2024-12-21,1240000,3720000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-64739
PAY016781,P16255,2025-01-20,1240000,4960000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-28295
PAY016782,P16257,2024-09-21,1085000,1085000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-89836
PAY016783,P16257,2024-10-21,1085000,2170000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-87559
PAY016784,P16257,2024-11-20,1085000,3255000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-55536
PAY016785,P16257,2024-12-20,1085000,4340000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-21823
PAY016786,P16259,2026-01-15,1840000,1840000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-59420
PAY016787,P16259,2026-02-14,1840000,3680000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-62907
PAY016788,P16259,2026-03-16,1840000,5520000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-90815
PAY016789,P16259,2026-04-15,1840000,7360000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-11199
PAY016790,P16261,2025-08-17,717500,717500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-66745
PAY016791,P16261,2025-09-16,717500,1435000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-61297
PAY016792,P16261,2025-10-16,717500,2152500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-53047
PAY016793,P16261,2025-11-15,717500,2870000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-93385
PAY016794,P16262,2024-02-16,506000,506000,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2024-15416
PAY016795,P16262,2024-03-17,506000,1012000,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2024-95847
PAY016796,P16263,2024-06-29,1760400,1760400,PROCESSED,Milestone Tranche 1/1 - Inspection Phase,VCH-2024-56827
PAY016797,P16264,2026-10-15,1101825,1101825,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-87436
PAY016798,P16264,2026-11-14,1101825,2203650,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-88029
PAY016799,P16264,2026-12-14,1101825,3305475,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-23321
PAY016800,P16264,2027-01-13,1101825,4407300,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-94701
PAY016801,P16265,2026-11-14,330600,330600,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-72996
PAY016802,P16265,2026-12-14,330600,661200,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-59723
PAY016803,P16265,2027-01-13,330600,991800,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-89761
PAY016804,P16265,2027-02-12,330600,1322400,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-17831
PAY016805,P16267,2026-11-20,1723800,1723800,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2026-16252
PAY016806,P16267,2026-12-20,1723800,3447600,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2026-45387
PAY016807,P16268,2026-01-25,1595000,1595000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2025-51685
PAY016808,P16268,2026-02-24,1595000,3190000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2025-30103
PAY016809,P16268,2026-03-26,1595000,4785000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2025-77108
PAY016810,P16268,2026-04-25,1595000,6380000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2025-50756
PAY016811,P16269,2024-11-16,1386000,1386000,PROCESSED,Milestone Tranche 1/1 - Inspection Phase,VCH-2024-47755
PAY016812,P16270,2024-07-03,867500,867500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-74470
PAY016813,P16270,2024-08-02,867500,1735000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-87216
PAY016814,P16270,2024-09-01,867500,2602500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-15494
PAY016815,P16270,2024-10-01,867500,3470000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-10693
PAY016816,P16271,2024-09-06,677500,677500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-21158
PAY016817,P16271,2024-10-06,677500,1355000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-48418
PAY016818,P16271,2024-11-05,677500,2032500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-60377
PAY016819,P16271,2024-12-05,677500,2710000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-48423
PAY016820,P16273,2026-04-29,1282500,1282500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-17141
PAY016821,P16273,2026-05-29,1282500,2565000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-29354
PAY016822,P16273,2026-06-28,1282500,3847500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-45711
PAY016823,P16273,2026-07-28,1282500,5130000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-80934
PAY016824,P16274,2024-10-07,975000,975000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-54315
PAY016825,P16274,2024-11-06,975000,1950000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-11876
PAY016826,P16274,2024-12-06,975000,2925000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-22747
PAY016827,P16274,2025-01-05,975000,3900000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-61650
PAY016828,P16276,2026-08-29,917500,917500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-45344
PAY016829,P16276,2026-09-28,917500,1835000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-88414
PAY016830,P16276,2026-10-28,917500,2752500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-90905
PAY016831,P16276,2026-11-27,917500,3670000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-40873
PAY016832,P16277,2024-12-14,1250200,1250200,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-79260
PAY016833,P16277,2025-01-13,1250200,2500400,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-93742
PAY016834,P16277,2025-02-12,1250200,3750600,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-59590
PAY016835,P16277,2025-03-14,1250200,5000800,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-18192
PAY016836,P16278,2025-01-20,1687500,1687500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-67407
PAY016837,P16278,2025-02-19,1687500,3375000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-98903
PAY016838,P16278,2025-03-21,1687500,5062500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-90931
PAY016839,P16278,2025-04-20,1687500,6750000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-14881
PAY016840,P16280,2026-11-21,1320600,1320600,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-84196
PAY016841,P16280,2026-12-21,1320600,2641200,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-13076
PAY016842,P16280,2027-01-20,1320600,3961800,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-26100
PAY016843,P16280,2027-02-19,1320600,5282400,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-17989
PAY016844,P16281,2027-01-21,927500,927500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-21371
PAY016845,P16281,2027-02-20,927500,1855000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-45598
PAY016846,P16281,2027-03-22,927500,2782500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-23136
PAY016847,P16281,2027-04-21,927500,3710000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-78706
PAY016848,P16283,2026-03-20,719550,719550,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-24627
PAY016849,P16283,2026-04-19,719550,1439100,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-91262
PAY016850,P16283,2026-05-19,719550,2158650,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-30096
PAY016851,P16283,2026-06-18,719550,2878200,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-12517
PAY016852,P16284,2024-11-08,1790000,1790000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-62983
PAY016853,P16284,2024-12-08,1790000,3580000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-74131
PAY016854,P16284,2025-01-07,1790000,5370000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-86645
PAY016855,P16284,2025-02-06,1790000,7160000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-21914
PAY016856,P16286,2026-12-27,425250,425250,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2026-43091
PAY016857,P16286,2027-01-26,425250,850500,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2026-98869
PAY016858,P16287,2024-11-20,1547550,1547550,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2024-71793
PAY016859,P16287,2024-12-20,1547550,3095100,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2024-31252
PAY016860,P16288,2026-03-22,1273250,1273250,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2026-82787
PAY016861,P16288,2026-04-21,1273250,2546500,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2026-48427
PAY016862,P16289,2027-02-18,1247500,1247500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-74309
PAY016863,P16289,2027-03-20,1247500,2495000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-27286
PAY016864,P16289,2027-04-19,1247500,3742500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-68573
PAY016865,P16289,2027-05-19,1247500,4990000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-52893
PAY016866,P16290,2024-06-11,1497500,1497500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-32525
PAY016867,P16290,2024-07-11,1497500,2995000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-18349
PAY016868,P16290,2024-08-10,1497500,4492500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-21651
PAY016869,P16290,2024-09-09,1497500,5990000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-37151
PAY016870,P16291,2026-12-31,1787500,1787500,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-15533
PAY016871,P16291,2027-01-30,1787500,3575000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-16705
PAY016872,P16291,2027-03-01,1787500,5362500,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-24520
PAY016873,P16291,2027-03-31,1787500,7150000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-83701
PAY016874,P16292,2026-10-30,490000,490000,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2026-15833
PAY016875,P16292,2026-11-29,490000,980000,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2026-14852
PAY016876,P16292,2026-12-29,490000,1470000,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2026-69681
PAY016877,P16292,2027-01-28,490000,1960000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2026-95042
PAY016878,P16293,2026-10-12,299150,299150,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2026-59633
PAY016879,P16293,2026-11-11,299150,598300,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2026-63675
PAY016880,P16294,2024-08-30,1408250,1408250,PROCESSED,Milestone Tranche 1/4 - Inspection Phase,VCH-2024-76878
PAY016881,P16294,2024-09-29,1408250,2816500,PROCESSED,Milestone Tranche 2/4 - Inspection Phase,VCH-2024-72100
PAY016882,P16294,2024-10-29,1408250,4224750,PROCESSED,Milestone Tranche 3/4 - Inspection Phase,VCH-2024-97577
PAY016883,P16294,2024-11-28,1408250,5633000,PROCESSED,Milestone Tranche 4/4 - Inspection Phase,VCH-2024-91365
PAY016884,P16295,2025-12-19,995400,995400,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2025-81141
PAY016885,P16295,2026-01-18,995400,1990800,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2025-36942
PAY016886,P16296,2025-04-06,744900,744900,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2025-71996
PAY016887,P16296,2025-05-06,744900,1489800,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2025-32312
PAY016888,P16299,2025-07-22,561150,561150,PROCESSED,Milestone Tranche 1/2 - Inspection Phase,VCH-2025-12888
PAY016889,P16299,2025-08-21,561150,1122300,PROCESSED,Milestone Tranche 2/2 - Inspection Phase,VCH-2025-78574
