project_id,project_name,description,category,state_id,state_name,district_id,district_name,constituency_id,constituency_name,mp_id,mp_name,ia_id,ia_name,sanction_amount,sanction_date,start_date,expected_completion_date,actual_completion_date,physical_progress,financial_progress,status,latitude,longitude,address,gps_accuracy_meters,record_source,synthetic_scenario,source_file,source_row,synthetic_seed,risk_overall_score,risk_level,risk_financial,risk_timeline,risk_compliance,risk_ia,risk_geo,risk_evidence,risk_reasons,flags_count
P15077,Primary Health Centre & Hospital - Mohanpur Ward 4,Establishment of Ayush Health and Wellness Centre with diagnostic equipment in Mohanpur Ward 4.,Primary Health Centre & Hospital,ST21,Maharashtra,D252,Yavatmal-washim,C270,Yavatmal-washim,MP270,Sanjay Uttamrao Deshmukh,IA143,Maharashtra MUNICIPAL Executive Division,7300000,2024-08-12,2024-09-12,2025-03-29,,62,57,IN_PROGRESS,19.8914,76.1058,"Mohanpur Ward 4, Maharashtra",11,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,271,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P15078,Primary Health Centre & Hospital - Rajendra Nagar Ward 12,Establishment of Ayush Health and Wellness Centre with diagnostic equipment in Rajendra Nagar Ward 12.,Primary Health Centre & Hospital,ST21,Maharashtra,D252,Yavatmal-washim,C270,Yavatmal-washim,MP270,Sanjay Uttamrao Deshmukh,IA144,Maharashtra PHED Executive Division,2080000,2025-08-22,2025-10-02,2026-11-05,2026-11-05,100,100,COMPLETED,19.3481,75.8831,"Rajendra Nagar Ward 12, Maharashtra",4,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,271,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P15079,Community Hall & Social Asset - Chandpur Ward 15,Construction of Dr. B.R. Ambedkar Bhavan and community asset centre in Chandpur Ward 15.,Community Hall & Social Asset,ST21,Maharashtra,D252,Yavatmal-washim,C270,Yavatmal-washim,MP270,Sanjay Uttamrao Deshmukh,IA141,Maharashtra PWD Executive Division,7020000,2026-08-06,2026-08-23,2027-03-23,2027-03-23,100,100,COMPLETED,20.0129,75.318,"Chandpur Ward 15, Maharashtra",9,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,271,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P15080,Irrigation & Check Dam - Sundarnagar Ward 11,Lift irrigation scheme with pipeline network for marginal farmers in Sundarnagar Ward 11.,Irrigation & Check Dam,ST21,Maharashtra,D252,Yavatmal-washim,C270,Yavatmal-washim,MP270,Sanjay Uttamrao Deshmukh,IA142,Maharashtra DRDA Executive Division,3610000,2024-06-19,2024-07-08,2025-06-11,,33,56,STALLED,19.4385,76.0691,"Sundarnagar Ward 11, Maharashtra",9,SYNTHETIC,TIMELINE_DELAY_ANOMALY,Allocated Limit for Honble MPs.csv,271,26102,0.43,MEDIUM,0.55,0.92,0.1,0.14,0.08,0.1,Advance payment ahead of physical measurement book; Timeline breach: Incomplete work overdue beyond target completion deadline,2
P15081,Drainage & Sewerage - Gandhi Gram Ward 15,Construction of underground drainage network and silt chamber in Gandhi Gram Ward 15.,Drainage & Sewerage,ST21,Maharashtra,D252,Yavatmal-washim,C270,Yavatmal-washim,MP270,Sanjay Uttamrao Deshmukh,IA147,Maharashtra IRRIGATION Executive Division,6140000,2024-05-05,2024-05-22,2025-07-04,,31,38,IN_PROGRESS,20.0943,76.1367,"Gandhi Gram Ward 15, Maharashtra",12,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,271,26102,0.29,LOW,0.15,0.92,0.1,0.14,0.08,0.1,Timeline breach: Incomplete work overdue beyond target completion deadline,1
P15082,Irrigation & Check Dam - Shanti Nagar Ward 6,Lift irrigation scheme with pipeline network for marginal farmers in Shanti Nagar Ward 6.,Irrigation & Check Dam,ST21,Maharashtra,D252,Yavatmal-washim,C270,Yavatmal-washim,MP270,Sanjay Uttamrao Deshmukh,IA145,Maharashtra ZILLA_PARISHAD Executive Division,5120000,2026-01-16,2026-02-11,2026-11-18,,35,31,IN_PROGRESS,19.448,75.9272,"Shanti Nagar Ward 6, Maharashtra",5,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,271,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P15083,Community Hall & Social Asset - Kalyanpur Ward 5,Construction of Dr. B.R. Ambedkar Bhavan and community asset centre in Kalyanpur Ward 5.,Community Hall & Social Asset,ST21,Maharashtra,D252,Yavatmal-washim,C270,Yavatmal-washim,MP270,Sanjay Uttamrao Deshmukh,IA141,Maharashtra PWD Executive Division,5420000,2025-10-17,2025-11-13,2026-09-02,,51,50,IN_PROGRESS,20.1246,75.3656,"Kalyanpur Ward 5, Maharashtra",10,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,271,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P15084,Public Solar & Street Lighting - Sundarnagar Ward 11,Solar electrification of public facilities and market junction at Sundarnagar Ward 11.,Public Solar & Street Lighting,ST21,Maharashtra,D252,Yavatmal-washim,C270,Yavatmal-washim,MP270,Sanjay Uttamrao Deshmukh,IA142,Maharashtra DRDA Executive Division,6540000,2025-09-06,2025-09-25,2026-03-28,,0,0,NOT_STARTED,20.062,75.7431,"Sundarnagar Ward 11, Maharashtra",3,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,271,26102,0.29,LOW,0.15,0.92,0.1,0.14,0.08,0.1,Timeline breach: Incomplete work overdue beyond target completion deadline,1
P15085,Road & Transport - Maharajpur Ward 6,Laying of interlocking paver block road and side drains near Maharajpur Ward 6.,Road & Transport,ST21,Maharashtra,D252,Yavatmal-washim,C270,Yavatmal-washim,MP270,Sanjay Uttamrao Deshmukh,IA144,Maharashtra PHED Executive Division,3860000,2026-07-24,2026-08-10,2027-07-30,,36,37,IN_PROGRESS,20.1853,76.087,"Maharajpur Ward 6, Maharashtra",7,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,271,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P15086,Drainage & Sewerage - Anandpur Ward 7,Construction of underground drainage network and silt chamber in Anandpur Ward 7.,Drainage & Sewerage,ST21,Maharashtra,D252,Yavatmal-washim,C270,Yavatmal-washim,MP270,Sanjay Uttamrao Deshmukh,IA144,Maharashtra PHED Executive Division,6910000,2026-03-01,2026-03-25,2026-10-05,,65,64,IN_PROGRESS,19.5501,75.7219,"Anandpur Ward 7, Maharashtra",9,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,271,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P15087,Road & Transport - Shanti Nagar Ward 14,Upgradation and widening of rural arterial road connecting Shanti Nagar Ward 14 via Sultanpur Chowk.,Road & Transport,ST21,Maharashtra,D252,Yavatmal-washim,C270,Yavatmal-washim,MP270,Sanjay Uttamrao Deshmukh,IA142,Maharashtra DRDA Executive Division,4750000,2025-05-12,2025-06-25,2026-04-07,2026-04-07,100,100,COMPLETED,20.0378,76.0048,"Shanti Nagar Ward 14, Maharashtra",10,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,271,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P15088,Drinking Water Supply - Nehru Nagar Ward 11,Laying of drinking water pipeline network with solar-powered pump set in Nehru Nagar Ward 11.,Drinking Water Supply,ST21,Maharashtra,D252,Yavatmal-washim,C270,Yavatmal-washim,MP270,Sanjay Uttamrao Deshmukh,IA147,Maharashtra IRRIGATION Executive Division,3820000,2025-04-21,2025-05-16,2026-02-18,,54,59,IN_PROGRESS,19.9448,75.7898,"Nehru Nagar Ward 11, Maharashtra",12,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,271,26102,0.29,LOW,0.15,0.92,0.1,0.14,0.08,0.1,Timeline breach: Incomplete work overdue beyond target completion deadline,1
P15089,Sports & Youth Facility - Shanti Nagar Ward 15,Development of rural sports stadium with running track and open gym at Shanti Nagar Ward 15.,Sports & Youth Facility,ST21,Maharashtra,D252,Yavatmal-washim,C270,Yavatmal-washim,MP270,Sanjay Uttamrao Deshmukh,IA141,Maharashtra PWD Executive Division,5550000,2026-11-25,2026-12-20,2027-10-19,,40,38,IN_PROGRESS,19.6353,75.3087,"Shanti Nagar Ward 15, Maharashtra",12,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,271,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P15090,Sports & Youth Facility - Kalyanpur Ward 8,Construction of indoor badminton court and youth club building in Kalyanpur Ward 8.,Sports & Youth Facility,ST21,Maharashtra,D252,Yavatmal-washim,C270,Yavatmal-washim,MP270,Sanjay Uttamrao Deshmukh,IA143,Maharashtra MUNICIPAL Executive Division,3430000,2024-02-23,2024-04-07,2025-03-13,,26,23,IN_PROGRESS,19.8737,76.1006,"Kalyanpur Ward 8, Maharashtra",10,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,271,26102,0.29,LOW,0.15,0.92,0.1,0.14,0.08,0.1,Timeline breach: Incomplete work overdue beyond target completion deadline,1
P15091,Irrigation & Check Dam - Krishnanagar Ward 6,Lift irrigation scheme with pipeline network for marginal farmers in Krishnanagar Ward 6.,Irrigation & Check Dam,ST21,Maharashtra,D252,Yavatmal-washim,C270,Yavatmal-washim,MP270,Sanjay Uttamrao Deshmukh,IA146,Maharashtra ELECTRICITY Executive Division,5900000,2024-07-28,2024-08-25,2025-03-07,2025-03-07,100,100,COMPLETED,19.9326,75.9803,"Krishnanagar Ward 6, Maharashtra",3,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,271,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P15092,School & Educational Infra - Vivekananda Pally Ward 15,Construction of 4 additional smart classrooms and science laboratory at Govt High School Vivekananda Pally Ward 15.,School & Educational Infra,ST21,Maharashtra,D252,Yavatmal-washim,C270,Yavatmal-washim,MP270,Sanjay Uttamrao Deshmukh,IA147,Maharashtra IRRIGATION Executive Division,2680000,2025-12-08,2026-01-13,2026-11-28,2026-11-28,100,100,COMPLETED,20.1814,75.5576,"Vivekananda Pally Ward 15, Maharashtra",4,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,271,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P15093,Sanitation Complex - Sultanpur Ward 13,Construction of Community Sanitary Complex (CSC) with running water facility at Sultanpur Ward 13.,Sanitation Complex,ST21,Maharashtra,D252,Yavatmal-washim,C270,Yavatmal-washim,MP270,Sanjay Uttamrao Deshmukh,IA146,Maharashtra ELECTRICITY Executive Division,5270000,2025-04-26,2025-05-24,2026-03-03,2026-03-03,100,100,COMPLETED,19.4781,75.8078,"Sultanpur Ward 13, Maharashtra",3,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,271,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P15094,Public Solar & Street Lighting - Gopalpur Ward 15,Solar electrification of public facilities and market junction at Gopalpur Ward 15.,Public Solar & Street Lighting,ST21,Maharashtra,D252,Yavatmal-washim,C270,Yavatmal-washim,MP270,Sanjay Uttamrao Deshmukh,IA147,Maharashtra IRRIGATION Executive Division,7190000,2026-06-25,2026-07-30,2027-06-01,,0,0,NOT_STARTED,19.5478,75.7559,"Gopalpur Ward 15, Maharashtra",4,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,271,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P15095,Bridge & Culvert - Patel Chowk Ward 6,Construction of RCC High Level Bridge across local stream at Patel Chowk Ward 6.,Bridge & Culvert,ST21,Maharashtra,D252,Yavatmal-washim,C270,Yavatmal-washim,MP270,Sanjay Uttamrao Deshmukh,IA141,Maharashtra PWD Executive Division,4070000,2026-02-11,2026-02-28,2026-09-01,,25,22,IN_PROGRESS,20.0107,75.5644,"Patel Chowk Ward 6, Maharashtra",3,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,271,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P15096,Drinking Water Supply - Govindpur Ward 10,Laying of drinking water pipeline network with solar-powered pump set in Govindpur Ward 10.,Drinking Water Supply,ST21,Maharashtra,D252,Yavatmal-washim,C270,Yavatmal-washim,MP270,Sanjay Uttamrao Deshmukh,IA146,Maharashtra ELECTRICITY Executive Division,3600000,2024-03-09,2024-03-27,2025-04-30,,0,0,NOT_STARTED,20.1528,75.6274,"Govindpur Ward 10, Maharashtra",3,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,271,26102,0.29,LOW,0.15,0.92,0.1,0.14,0.08,0.1,Timeline breach: Incomplete work overdue beyond target completion deadline,1
P15097,Bridge & Culvert - Kalyanpur Ward 11,Construction of RCC High Level Bridge across local stream at Kalyanpur Ward 11.,Bridge & Culvert,ST21,Maharashtra,D252,Yavatmal-washim,C270,Yavatmal-washim,MP270,Sanjay Uttamrao Deshmukh,IA142,Maharashtra DRDA Executive Division,4700000,2025-01-06,2025-02-05,2026-02-10,2026-02-10,100,100,COMPLETED,20.0618,75.2824,"Kalyanpur Ward 11, Maharashtra",3,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,271,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P15098,Drinking Water Supply - Gandhi Gram Ward 8,Laying of drinking water pipeline network with solar-powered pump set in Gandhi Gram Ward 8.,Drinking Water Supply,ST21,Maharashtra,D253,Hingoli,C271,Hingoli,MP271,Shailesh Jadhav,IA141,Maharashtra PWD Executive Division,5300000,2025-04-15,2025-04-30,2026-01-05,2026-01-05,100,100,COMPLETED,19.3036,75.6441,"Gandhi Gram Ward 8, Maharashtra",10,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,272,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P15099,Irrigation & Check Dam - Haripur Ward 5,Lift irrigation scheme with pipeline network for marginal farmers in Haripur Ward 5.,Irrigation & Check Dam,ST21,Maharashtra,D253,Hingoli,C271,Hingoli,MP271,Shailesh Jadhav,IA147,Maharashtra IRRIGATION Executive Division,2350000,2026-02-10,2026-03-22,2027-05-11,2027-05-11,100,100,COMPLETED,20.185,76.0957,"Haripur Ward 5, Maharashtra",11,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,272,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P15100,Public Solar & Street Lighting - Sultanpur Ward 5,Solar electrification of public facilities and market junction at Sultanpur Ward 5.,Public Solar & Street Lighting,ST21,Maharashtra,D253,Hingoli,C271,Hingoli,MP271,Shailesh Jadhav,IA146,Maharashtra ELECTRICITY Executive Division,7050000,2025-06-24,2025-07-12,2026-06-09,2026-06-09,100,100,COMPLETED,20.0894,75.9952,"Sultanpur Ward 5, Maharashtra",9,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,272,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P15101,Irrigation & Check Dam - Chandpur Ward 8,Construction of check dam and water harvesting pond on nullah at Chandpur Ward 8.,Irrigation & Check Dam,ST21,Maharashtra,D253,Hingoli,C271,Hingoli,MP271,Shailesh Jadhav,IA146,Maharashtra ELECTRICITY Executive Division,6910000,2024-04-26,2024-06-05,2025-01-12,2025-01-12,100,100,COMPLETED,19.8417,75.2677,"Chandpur Ward 8, Maharashtra",4,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,272,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P15102,Road & Transport - Subhash Nagar Ward 12,Laying of interlocking paver block road and side drains near Subhash Nagar Ward 12.,Road & Transport,ST21,Maharashtra,D253,Hingoli,C271,Hingoli,MP271,Shailesh Jadhav,IA146,Maharashtra ELECTRICITY Executive Division,7410000,2026-06-16,2026-07-27,2027-05-27,2027-05-27,100,100,COMPLETED,19.3669,75.638,"Subhash Nagar Ward 12, Maharashtra",5,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,272,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P15103,Community Hall & Social Asset - Gandhi Gram Ward 1,Construction of Dr. B.R. Ambedkar Bhavan and community asset centre in Gandhi Gram Ward 1.,Community Hall & Social Asset,ST21,Maharashtra,D253,Hingoli,C271,Hingoli,MP271,Shailesh Jadhav,IA145,Maharashtra ZILLA_PARISHAD Executive Division,2070000,2024-12-18,2025-01-06,2025-11-22,2025-11-22,100,100,COMPLETED,19.4901,76.1313,"Gandhi Gram Ward 1, Maharashtra",10,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,272,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P15104,Primary Health Centre & Hospital - Subhash Nagar Ward 3,Establishment of Ayush Health and Wellness Centre with diagnostic equipment in Subhash Nagar Ward 3.,Primary Health Centre & Hospital,ST21,Maharashtra,D253,Hingoli,C271,Hingoli,MP271,Shailesh Jadhav,IA143,Maharashtra MUNICIPAL Executive Division,2380000,2024-09-01,2024-10-05,2025-06-10,2025-06-10,100,100,COMPLETED,20.1361,75.7725,"Subhash Nagar Ward 3, Maharashtra",10,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,272,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P15105,Sanitation Complex - Patel Chowk Ward 3,Construction of public bio-toilets and modern wash facility near bus stand Patel Chowk Ward 3.,Sanitation Complex,ST21,Maharashtra,D253,Hingoli,C271,Hingoli,MP271,Shailesh Jadhav,IA145,Maharashtra ZILLA_PARISHAD Executive Division,1850000,2026-07-21,2026-08-09,2027-06-14,,0,0,NOT_STARTED,19.4301,75.3866,"Patel Chowk Ward 3, Maharashtra",7,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,272,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P15106,Drainage & Sewerage - Sitarampur Ward 4,Construction of underground drainage network and silt chamber in Sitarampur Ward 4.,Drainage & Sewerage,ST21,Maharashtra,D253,Hingoli,C271,Hingoli,MP271,Shailesh Jadhav,IA147,Maharashtra IRRIGATION Executive Division,5010000,2026-03-19,2026-04-26,2027-01-03,,61,65,IN_PROGRESS,19.5372,75.3199,"Sitarampur Ward 4, Maharashtra",11,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,272,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P15107,Drinking Water Supply - Laxmipur Ward 7,"Installation of Deep Tube Well, RO Filtration Unit and Overhead Tank at Laxmipur Ward 7.",Drinking Water Supply,ST21,Maharashtra,D253,Hingoli,C271,Hingoli,MP271,Shailesh Jadhav,IA145,Maharashtra ZILLA_PARISHAD Executive Division,3660000,2024-02-05,2024-02-29,2025-01-25,,0,0,NOT_STARTED,19.6367,75.8062,"Laxmipur Ward 7, Maharashtra",10,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,272,26102,0.29,LOW,0.15,0.92,0.1,0.14,0.08,0.1,Timeline breach: Incomplete work overdue beyond target completion deadline,1
P15108,Irrigation & Check Dam - Bhimpur Ward 6,Lift irrigation scheme with pipeline network for marginal farmers in Bhimpur Ward 6.,Irrigation & Check Dam,ST21,Maharashtra,D253,Hingoli,C271,Hingoli,MP271,Shailesh Jadhav,IA146,Maharashtra ELECTRICITY Executive Division,4580000,2025-12-15,2026-01-15,2026-09-15,,0,0,NOT_STARTED,19.6813,75.3246,"Bhimpur Ward 6, Maharashtra",9,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,272,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P15109,Community Hall & Social Asset - Rajendra Nagar Ward 9,Construction of Dr. B.R. Ambedkar Bhavan and community asset centre in Rajendra Nagar Ward 9.,Community Hall & Social Asset,ST21,Maharashtra,D253,Hingoli,C271,Hingoli,MP271,Shailesh Jadhav,IA143,Maharashtra MUNICIPAL Executive Division,5300000,2024-03-17,2024-04-27,2025-05-12,,0,0,NOT_STARTED,19.7589,75.8233,"Rajendra Nagar Ward 9, Maharashtra",9,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,272,26102,0.29,LOW,0.15,0.92,0.1,0.14,0.08,0.1,Timeline breach: Incomplete work overdue beyond target completion deadline,1
P15110,Primary Health Centre & Hospital - Rampur Ward 10,Construction of 10-bed Maternity and Child Care wing at Primary Health Centre Rampur Ward 10.,Primary Health Centre & Hospital,ST21,Maharashtra,D253,Hingoli,C271,Hingoli,MP271,Shailesh Jadhav,IA147,Maharashtra IRRIGATION Executive Division,3390000,2025-12-02,2025-12-21,2026-07-15,,0,0,NOT_STARTED,20.1391,76.0052,"Rampur Ward 10, Maharashtra",10,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,272,26102,0.29,LOW,0.15,0.92,0.1,0.14,0.08,0.1,Timeline breach: Incomplete work overdue beyond target completion deadline,1
P15111,Drinking Water Supply - Haripur Ward 9,Laying of drinking water pipeline network with solar-powered pump set in Haripur Ward 9.,Drinking Water Supply,ST21,Maharashtra,D253,Hingoli,C271,Hingoli,MP271,Shailesh Jadhav,IA147,Maharashtra IRRIGATION Executive Division,4200000,2024-03-16,2024-04-23,2025-03-19,,31,34,IN_PROGRESS,19.3516,75.9576,"Haripur Ward 9, Maharashtra",12,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,272,26102,0.29,LOW,0.15,0.92,0.1,0.14,0.08,0.1,Timeline breach: Incomplete work overdue beyond target completion deadline,1
P15112,Road & Transport - Bhimpur Ward 4,Laying of interlocking paver block road and side drains near Bhimpur Ward 4.,Road & Transport,ST21,Maharashtra,D253,Hingoli,C271,Hingoli,MP271,Shailesh Jadhav,IA146,Maharashtra ELECTRICITY Executive Division,1820000,2025-01-10,2025-01-31,2025-10-01,,67,61,IN_PROGRESS,19.3254,75.5599,"Bhimpur Ward 4, Maharashtra",5,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,272,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P15113,School & Educational Infra - Devipur Ward 8,Construction of 4 additional smart classrooms and science laboratory at Govt High School Devipur Ward 8.,School & Educational Infra,ST21,Maharashtra,D253,Hingoli,C271,Hingoli,MP271,Shailesh Jadhav,IA142,Maharashtra DRDA Executive Division,6340000,2024-08-09,2024-09-13,2025-08-03,,0,0,NOT_STARTED,20.1472,75.8352,"Devipur Ward 8, Maharashtra",12,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,272,26102,0.29,LOW,0.15,0.92,0.1,0.14,0.08,0.1,Timeline breach: Incomplete work overdue beyond target completion deadline,1
P15114,School & Educational Infra - Chandpur Ward 14,Construction of 4 additional smart classrooms and science laboratory at Govt High School Chandpur Ward 14.,School & Educational Infra,ST21,Maharashtra,D253,Hingoli,C271,Hingoli,MP271,Shailesh Jadhav,IA142,Maharashtra DRDA Executive Division,1890000,2024-04-11,2024-05-11,2024-12-28,2024-12-28,100,100,COMPLETED,19.8621,75.7684,"Chandpur Ward 14, Maharashtra",6,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,272,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P15115,Road & Transport - Subhash Nagar Ward 11,Laying of interlocking paver block road and side drains near Subhash Nagar Ward 11.,Road & Transport,ST21,Maharashtra,D253,Hingoli,C271,Hingoli,MP271,Shailesh Jadhav,IA142,Maharashtra DRDA Executive Division,1920000,2025-09-25,2025-11-09,2026-05-31,2026-05-31,100,100,COMPLETED,19.4574,76.0005,"Subhash Nagar Ward 11, Maharashtra",10,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,272,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P15116,Irrigation & Check Dam - Fatehpur Ward 15,Lift irrigation scheme with pipeline network for marginal farmers in Fatehpur Ward 15.,Irrigation & Check Dam,ST21,Maharashtra,D253,Hingoli,C271,Hingoli,MP271,Shailesh Jadhav,IA141,Maharashtra PWD Executive Division,6930000,2024-07-19,2024-08-08,2025-08-25,,76,75,IN_PROGRESS,19.6466,75.9038,"Fatehpur Ward 15, Maharashtra",5,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,272,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
P15117,Community Hall & Social Asset - Subhash Nagar Ward 7,Construction of multipurpose community welfare hall and cultural stage at Subhash Nagar Ward 7.,Community Hall & Social Asset,ST21,Maharashtra,D254,Latur,C272,Latur,MP272,Shivajirao Kalge,IA146,Maharashtra ELECTRICITY Executive Division,4970000,2024-05-15,2024-06-17,2025-01-01,2025-01-01,100,100,COMPLETED,19.543,75.5757,"Subhash Nagar Ward 7, Maharashtra",8,SYNTHETIC,NORMAL_BENCHMARK,Allocated Limit for Honble MPs.csv,273,26102,0.13,LOW,0.15,0.12,0.1,0.14,0.08,0.1,All parameters within standard MoSPI/MPLADS audit benchmarks,0
